,facility,city,Code,website,href
522,casa,bogota,9947-M3715119,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-ciudad-real-5-habitaciones-4-banos-4-garajes/9947-M3715119
523,casa,bogota,3406-M3546503,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-colseguros-andes-5-habitaciones-5-banos-1-garajes/3406-M3546503
524,casa,bogota,4976-109183,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-san-antonio-5-habitaciones-5-banos/4976-109183
525,casa,bogota,10159-M3806184,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-3-habitaciones-3-banos-2-garajes/10159-M3806184
526,casa,bogota,12715-M3571515,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-zona-de-reserva-agricola-4-habitaciones-3-banos-1-garajes/12715-M3571515
527,casa,bogota,12715-M3371186,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-ciudad-real-5-habitaciones-4-banos-1-garajes/12715-M3371186
528,casa,bogota,614-M3721065,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-ciudadela-pasoancho-4-habitaciones-5-banos-4-garajes/614-M3721065
529,casa,bogota,12715-M3180433,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-ciudad-real-5-habitaciones-5-banos-1-garajes/12715-M3180433
530,casa,bogota,4137-M3670766,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-camino-real-los-fundadores-4-habitaciones-3-banos-1-garajes/4137-M3670766
531,casa,bogota,11778-M2736286,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-pance-4-habitaciones-5-banos-4-garajes/11778-M2736286
532,casa,bogota,14613-M3582686,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-pance-sur-5-habitaciones-5-banos-4-garajes/14613-M3582686
533,casa,bogota,835-13469,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-ciudadela-campestre-3-habitaciones-3-banos-2-garajes/835-13469
534,casa,bogota,277-M3715718,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-jamundi-4-habitaciones-4-banos-4-garajes/277-M3715718
535,casa,bogota,10159-M3709833,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-santa-anita-la-selva-4-habitaciones-4-banos-2-garajes/10159-M3709833
536,casa,bogota,12715-M3163475,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-caney-5-habitaciones-5-banos-1-garajes/12715-M3163475
537,casa,bogota,14613-M3614093,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-urbanizacion-ciudad-jardin-5-habitaciones-4-banos-2-garajes/14613-M3614093
538,casa,bogota,9947-M3721150,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-alto-napoles-5-habitaciones-5-banos-1-garajes/9947-M3721150
539,casa,bogota,835-M3477899,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-parcelaciones-pance-4-habitaciones-4-banos-4-garajes/835-M3477899
540,casa,bogota,12715-3894947,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-el-ingenio-5-habitaciones-5-banos-4-garajes/12715-3894947
541,casa,bogota,793-M3876913,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-prados-del-norte-5-habitaciones-3-banos-3-garajes/793-M3876913
542,casa,bogota,9947-M3639492,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-urbanizacion-san-joaquin-4-habitaciones-3-banos/9947-M3639492
543,casa,bogota,14793-M3669666,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-pance-3-habitaciones-5-banos-4-garajes/14793-M3669666
544,casa,bogota,10159-M3709969,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-san-vicente-5-habitaciones-5-banos-2-garajes/10159-M3709969
545,casa,bogota,793-M3876748,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-los-guayacanes-5-habitaciones-5-banos-4-garajes/793-M3876748
546,casa,bogota,10159-M3709915,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-paseo-de-los-almendros-5-habitaciones-5-banos/10159-M3709915
547,casa,bogota,9947-M3652031,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-bretana-5-habitaciones-2-banos/9947-M3652031
548,casa,bogota,3406-3208,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-el-recuerdo-3-habitaciones-1-banos-2-garajes/3406-3208
549,casa,bogota,14975-M3807736,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-parcelacion-cerros-la-buitrera-5-habitaciones-5-banos-4-garajes/14975-M3807736
550,casa,bogota,4915-M3267823,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-manuel-maria-buenaventura-2-habitaciones-2-banos-3-garajes/4915-M3267823
551,casa,bogota,4915-M3656790,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-norte-la-elvira-5-habitaciones-4-banos-3-garajes/4915-M3656790
552,casa,bogota,9947-2927,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-jorge-isaacs-1-habitaciones-4-banos-2-garajes/9947-2927
553,casa,bogota,14613-M3669591,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-nueva-tequendama-5-habitaciones-5-banos-4-garajes/14613-M3669591
554,casa,bogota,3024-M3655157,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-comuna-16-4-habitaciones-5-banos-2-garajes/3024-M3655157
555,casa,bogota,11211-8336,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-pance-5-habitaciones-4-banos-1-garajes/11211-8336
556,casa,bogota,2361-M3877996,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-departamental-5-habitaciones-5-banos/2361-M3877996
557,casa,bogota,9947-119013108,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-la-chanca-5-habitaciones-5-banos-1-garajes/9947-119013108
558,casa,bogota,4941-M3589512,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-ciudad-real-3-habitaciones-3-banos-1-garajes/4941-M3589512
559,casa,bogota,4137-M3800611,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-urbanizacion-ciudad-jardin-4-habitaciones-4-banos-1-garajes/4137-M3800611
560,casa,bogota,3435-1359,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-ciudad-jardin-5-habitaciones-5-banos-4-garajes/3435-1359
561,casa,bogota,14987-M3801478,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-lili-4-habitaciones-4-banos-2-garajes/14987-M3801478
562,casa,bogota,4941-M3466401,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-caney-4-habitaciones-4-banos-1-garajes/4941-M3466401
563,casa,bogota,4941-M3653360,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-camino-real-3-habitaciones-3-banos-1-garajes/4941-M3653360
564,casa,bogota,4941-M3596764,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-versalles-5-habitaciones-3-banos-1-garajes/4941-M3596764
565,casa,bogota,14155-M3867255,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-na-2-habitaciones-3-banos-2-garajes/14155-M3867255
566,casa,bogota,3566-M2853638,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-urbanizacion-ciudad-jardin-4-habitaciones-5-banos-4-garajes/3566-M2853638
567,casa,bogota,5383-M3813856,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-4-habitaciones-5-banos-4-garajes/5383-M3813856
568,casa,bogota,9947-M3681599,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-buitrera-5-habitaciones-5-banos-4-garajes/9947-M3681599
569,casa,bogota,14237-M3368415,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-los-andes-5-habitaciones-4-banos-1-garajes/14237-M3368415
570,casa,bogota,9947-M3273647,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-cuarto-de-legua-guadalupe-5-habitaciones-5-banos/9947-M3273647
571,casa,bogota,12786-M3685690,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-lili-3-habitaciones-3-banos-1-garajes/12786-M3685690
572,casa,bogota,14835-M3738435,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-los-guaduales-3-habitaciones-1-banos/14835-M3738435
573,casa,bogota,9947-5588,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-acasias-3-habitaciones-4-banos/9947-5588
574,casa,bogota,835-13318,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-mayapan-las-vegas-5-habitaciones-5-banos/835-13318
575,casa,bogota,835-12770,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-sector-altos-de-santa-isabel-4-habitaciones-4-banos-2-garajes/835-12770
576,casa,bogota,548-909,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-parcelaciones-pance-3-habitaciones-4-banos-4-garajes/548-909
577,casa,bogota,835-13470,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-urbanizacion-la-base-planta-y-talleres-5-habitaciones-5-banos/835-13470
578,casa,bogota,548-534,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-la-viga-4-habitaciones-5-banos-4-garajes/548-534
579,casa,bogota,277-M3743941,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-prados-de-oriente-5-habitaciones-2-banos-2-garajes/277-M3743941
580,casa,bogota,277-M3479951,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-el-ingenio-5-habitaciones-3-banos-2-garajes/277-M3479951
581,casa,bogota,788-M3880618,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-belalcazar-4-habitaciones-5-banos/788-M3880618
582,casa,bogota,2592-M3663372,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-san-vicente-5-habitaciones-4-banos-4-garajes/2592-M3663372
583,casa,bogota,793-M3753140,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-valle-del-lili-4-habitaciones-4-banos-2-garajes/793-M3753140
584,casa,bogota,835-10009,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-parcelaciones-pance-5-habitaciones-5-banos-4-garajes/835-10009
585,casa,bogota,835-M3343618,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-lili-5-habitaciones-4-banos-2-garajes/835-M3343618
586,casa,bogota,835-M3711612,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-ciudad-real-5-habitaciones-4-banos-2-garajes/835-M3711612
587,casa,bogota,835-13390,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-ciudadela-del-rio-5-habitaciones-2-banos/835-13390
588,casa,bogota,10780-5601,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-la-morada-5-habitaciones-5-banos/10780-5601
589,casa,bogota,3406-M3803370,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-4-habitaciones-5-banos-4-garajes/3406-M3803370
590,casa,bogota,835-12560,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-ciudadela-pasoancho-4-habitaciones-5-banos-4-garajes/835-12560
591,casa,bogota,835-13583,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-vallado-4-habitaciones-2-banos/835-13583
592,casa,bogota,12739-M3728831,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-horizontes-4-habitaciones-4-banos-1-garajes/12739-M3728831
593,casa,bogota,271-M2833922,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-pance-5-habitaciones-5-banos-4-garajes/271-M2833922
594,casa,bogota,3406-M3803364,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-4-habitaciones-5-banos-4-garajes/3406-M3803364
595,casa,bogota,12356-M3713996,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-santa-monica-residencial-4-habitaciones-4-banos-3-garajes/12356-M3713996
596,casa,bogota,277-M3800861,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-conjunto-residencial-mirador-de-la-rivera-4-habitaciones-5-banos-4-garajes/277-M3800861
597,casa,bogota,3406-M3803351,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-5-habitaciones-5-banos-4-garajes/3406-M3803351
598,casa,bogota,11102-M3590078,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-pance-2-habitaciones-4-banos-4-garajes/11102-M3590078
599,casa,bogota,277-M3079059,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-4-habitaciones-5-banos-4-garajes/277-M3079059
600,casa,bogota,10780-M3355322,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-urbanizacion-ciudad-jardin-4-habitaciones-4-banos-2-garajes/10780-M3355322
601,casa,bogota,835-12142,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-unidad-residencial-el-coliseo-3-habitaciones-3-banos-4-garajes/835-12142
602,casa,bogota,13154-M3392050,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-urbanizacion-la-flora-3-habitaciones-3-banos-4-garajes/13154-M3392050
603,casa,bogota,9947-M3334948,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-el-ingenio-5-habitaciones-5-banos-2-garajes/9947-M3334948
604,casa,bogota,835-M3268376,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-parcelaciones-pance-5-habitaciones-5-banos-4-garajes/835-M3268376
605,casa,bogota,835-M3595853,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-lili-5-habitaciones-4-banos-2-garajes/835-M3595853
606,casa,bogota,277-M3474047,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-pance-4-habitaciones-4-banos-4-garajes/277-M3474047
607,casa,bogota,13154-M3484042,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-los-andes-b-la-riviera-5-habitaciones-2-banos-1-garajes/13154-M3484042
608,casa,bogota,4976-114304,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-normandia-5-habitaciones-5-banos/4976-114304
609,casa,bogota,13154-M3312264,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-parcelaciones-pance-4-habitaciones-5-banos/13154-M3312264
610,casa,bogota,277-M3230915,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-ciudadela-pasoancho-5-habitaciones-5-banos-4-garajes/277-M3230915
611,casa,bogota,835-12661,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-jorge-zawadsky-5-habitaciones-5-banos-1-garajes/835-12661
612,casa,bogota,277-M3112517,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-4-habitaciones-5-banos-1-garajes/277-M3112517
613,casa,bogota,11052-M3730854,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-camino-real-4-habitaciones-3-banos-1-garajes/11052-M3730854
614,casa,bogota,2592-M3747954,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-santa-monica-5-habitaciones-5-banos-4-garajes/2592-M3747954
615,casa,bogota,4274-M3742545,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-quintas-de-don-simon-4-habitaciones-3-banos-2-garajes/4274-M3742545
616,casa,bogota,277-M3474054,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-mayapan-las-vegas-4-habitaciones-5-banos-2-garajes/277-M3474054
617,casa,bogota,5423-M3590302,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-santa-teresita-5-habitaciones-3-banos-3-garajes/5423-M3590302
618,casa,bogota,9947-M3692952,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-20-de-julio-4-habitaciones-2-banos-4-garajes/9947-M3692952
619,casa,bogota,9947-M3866070,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-bajos-ciudad-cordoba-3-habitaciones-3-banos/9947-M3866070
620,casa,bogota,1265-3784248,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-el-ingenio-5-habitaciones-4-banos-1-garajes/1265-3784248
621,casa,bogota,2589-M3596807,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-santa-monica-3-habitaciones-4-banos-1-garajes/2589-M3596807
622,casa,bogota,835-M3867211,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-ciudad-real-5-habitaciones-5-banos/835-M3867211
623,casa,bogota,2361-M3804092,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-3-habitaciones-1-banos/2361-M3804092
624,casa,bogota,277-M3235983,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-dapa-5-habitaciones-5-banos-4-garajes/277-M3235983
625,casa,bogota,9947-M3538735,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-la-hacienda-4-habitaciones-2-banos-2-garajes/9947-M3538735
626,casa,bogota,12356-M3547901,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-urbanizacion-ciudad-jardin-4-habitaciones-4-banos-4-garajes/12356-M3547901
627,casa,bogota,277-M3529829,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-el-gran-limonar-cataya-5-habitaciones-4-banos/277-M3529829
628,casa,bogota,11778-M2735630,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-tejares-cristales-4-habitaciones-4-banos-4-garajes/11778-M2735630
629,casa,bogota,11476-M3885061,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-pance-3-habitaciones-4-banos-4-garajes/11476-M3885061
630,casa,bogota,11778-M3342537,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-parcelaciones-pance-3-habitaciones-4-banos-2-garajes/11778-M3342537
631,casa,bogota,13195-M3547397,https://www.metrocuadrado.com,"https://www.metrocuadrado.com/inmueble/venta-casa-cali-norte,-la-flora-4-habitaciones-3-banos-2-garajes/13195-M3547397"
632,casa,bogota,9947-M3566458,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-ciudad-2000-4-habitaciones-3-banos/9947-M3566458
633,casa,bogota,13096-M3660015,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-troncal-5-habitaciones-5-banos-2-garajes/13096-M3660015
634,casa,bogota,5089-M3659907,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-pance-5-habitaciones-5-banos/5089-M3659907
635,casa,bogota,3566-M3208307,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-pance-4-habitaciones-5-banos-3-garajes/3566-M3208307
636,casa,bogota,14155-M3859938,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-el-ingenio-5-habitaciones-5-banos-4-garajes/14155-M3859938
637,casa,bogota,3566-M3211811,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-pance-4-habitaciones-5-banos-4-garajes/3566-M3211811
638,casa,bogota,14155-M3484506,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-urbanizacion-ciudad-jardin-5-habitaciones-5-banos-3-garajes/14155-M3484506
639,casa,bogota,3566-M3037317,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-el-ingenio-4-habitaciones-5-banos-3-garajes/3566-M3037317
640,casa,bogota,3566-M3458616,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-ciudadela-pasoancho-5-habitaciones-5-banos-4-garajes/3566-M3458616
641,casa,bogota,5097-M3798481,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-condominio-rivera-campestre-4-habitaciones-5-banos-4-garajes/5097-M3798481
642,casa,bogota,5097-M3330421,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-na-4-habitaciones-5-banos-4-garajes/5097-M3330421
643,casa,bogota,15054-M3859608,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-ciudad-real-3-habitaciones-3-banos-1-garajes/15054-M3859608
644,casa,bogota,4976-85114B13,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-pance-4-habitaciones-4-banos-4-garajes/4976-85114B13
645,casa,bogota,14918-M3713876,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-las-granjas-4-habitaciones-3-banos-2-garajes/14918-M3713876
646,casa,bogota,12753-M3718006,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-bretana-4-habitaciones-4-banos-1-garajes/12753-M3718006
647,casa,bogota,4941-M3653221,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-prados-del-norte-3-habitaciones-4-banos-1-garajes/4941-M3653221
648,casa,bogota,835-M3602775,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-el-gran-limonar-cataya-5-habitaciones-3-banos-2-garajes/835-M3602775
649,casa,bogota,2361-M3622387,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-josa%C2%A9-mara%C2%ADa-ca%C2%B3rdoba-5-habitaciones-5-banos/2361-M3622387
650,casa,bogota,548-591,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-parcelaciones-pance-5-habitaciones-5-banos-4-garajes/548-591
651,casa,bogota,9947-119011949,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-san-antonio-1-habitaciones/9947-119011949
652,casa,bogota,835-13016,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-aguablanca-5-habitaciones-5-banos-4-garajes/835-13016
653,casa,bogota,835-12967,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-el-ingenio-5-habitaciones-5-banos-3-garajes/835-12967
654,casa,bogota,9947-10405804,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-1-habitaciones/9947-10405804
655,casa,bogota,9947-119011490,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-urbanizacion-san-joaquin-4-habitaciones-5-banos-2-garajes/9947-119011490
656,casa,bogota,860-9657,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-ciudad-jardin-4-habitaciones-5-banos-2-garajes/860-9657
657,casa,bogota,13096-M3534175,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-manuela-beltran-5-habitaciones-2-banos/13096-M3534175
658,casa,bogota,4915-813957,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-urbanizacion-ciudad-jardin-4-habitaciones-4-banos-2-garajes/4915-813957
659,casa,bogota,835-M3803110,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-condominio-aguas-calientes-5-habitaciones-5-banos-4-garajes/835-M3803110
660,casa,bogota,11102-M3773583,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-parcelaciones-pance-4-habitaciones-3-banos-2-garajes/11102-M3773583
661,casa,bogota,242-M3474889,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-la-independencia-5-habitaciones-3-banos-1-garajes/242-M3474889
662,casa,bogota,5383-M3887280,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-condominio-rivera-campestre-3-habitaciones-4-banos-4-garajes/5383-M3887280
663,casa,bogota,9947-M3699625,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-quintas-de-don-sima%C2%B3n-5-habitaciones-3-banos-2-garajes/9947-M3699625
664,casa,bogota,4915-M3651216,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-urbanizacion-ciudad-jardin-3-habitaciones-4-banos-3-garajes/4915-M3651216
665,casa,bogota,835-M3464477,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-san-judas-tadeo-i-5-habitaciones-5-banos-1-garajes/835-M3464477
666,casa,bogota,13096-M3733624,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-villacolombia-5-habitaciones-5-banos-1-garajes/13096-M3733624
667,casa,bogota,835-M3649815,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-el-ingenio-4-habitaciones-5-banos-4-garajes/835-M3649815
668,casa,bogota,4941-M3723890,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-alfonzo-lopez-5-habitaciones-5-banos/4941-M3723890
669,casa,bogota,10159-M3355186,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-pance-5-habitaciones-5-banos-4-garajes/10159-M3355186
670,casa,bogota,9947-M3713943,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-parcelaciones-pance-3-habitaciones-3-banos-2-garajes/9947-M3713943
671,casa,bogota,835-M3351562,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-alameda-5-habitaciones-2-banos/835-M3351562
672,casa,bogota,277-M3858433,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-parcelacion-cerros-la-buitrera-5-habitaciones-5-banos-4-garajes/277-M3858433
673,casa,bogota,9947-5967,https://www.metrocuadrado.com,https://www.metrocuadrado.com/inmueble/venta-casa-cali-el-penon-1-habitaciones-4-banos/9947-5967
